time;open;high;low;close;volume
2024-04-23;14.100000381469727;14.449999809265137;13.949999809265137;14.140000343322754;1506600
2024-04-24;14.25;14.4399995803833;14.0600004196167;14.329999923706055;962400
2024-04-25;14.3100004196167;14.6850004196167;14.15999984741211;14.550000190734863;2102500
2024-04-26;14.819999694824219;15.34000015258789;14.789999961853027;15.039999961853027;2274500
2024-04-29;15.029999732971191;15.300000190734863;14.850000381469727;15.210000038146973;1640200
2024-04-30;15.119999885559082;15.119999885559082;14.170000076293945;14.279999732971191;1431200
2024-05-01;14.1899995803833;14.25;13.75;13.869999885559082;2103900
2024-05-02;14.029999732971191;14.489999771118164;13.960000038146973;14.479999542236328;2099700
2024-05-03;14.609999656677246;14.689000129699707;14.199999809265137;14.479999542236328;1399300
2024-05-06;14.609999656677246;14.6899995803833;14.449999809265137;14.539999961853027;848400
2024-05-07;14.569999694824219;14.770000457763672;14.289999961853027;14.699999809265137;886500
2024-05-08;14.5;14.699999809265137;13.850000381469727;13.899999618530273;1097000
2024-05-09;13.9399995803833;14.289999961853027;13.850000381469727;14.25;1098200
2024-05-10;14.40999984741211;14.890000343322754;14.385000228881836;14.8100004196167;1228800
2024-05-13;14.800000190734863;15.100000381469727;14.569999694824219;14.920000076293945;1270800
2024-05-14;14.880000114440918;15.09000015258789;14.680000305175781;15.079999923706055;859300
2024-05-15;15.289999961853027;16.0;15.1899995803833;15.979999542236328;2024900
2024-05-16;15.970000267028809;16.43000030517578;15.970000267028809;16.25;2179200
2024-05-17;16.18000030517578;16.290000915527344;15.890000343322754;16.149999618530273;1423300
2024-05-20;16.020000457763672;16.149999618530273;15.920000076293945;16.030000686645508;2289600
2024-05-21;16.229999542236328;16.260000228881836;14.4399995803833;14.760000228881836;4567000
2024-05-22;14.9399995803833;15.180000305175781;14.859999656677246;15.010000228881836;1690200
2024-05-23;15.0600004196167;15.149999618530273;14.899999618530273;14.899999618530273;1147600
2024-05-24;14.880000114440918;14.975000381469727;14.569999694824219;14.819999694824219;1058900
2024-05-28;14.930000305175781;15.229999542236328;14.850000381469727;15.220000267028809;1395000
2024-05-29;15.09000015258789;15.260000228881836;15.0;15.0600004196167;1046000
2024-05-30;15.15999984741211;15.380000114440918;14.989999771118164;15.029999732971191;1198400
2024-05-31;15.0;15.369999885559082;14.90999984741211;15.369999885559082;850400
2024-06-03;15.5;15.569999694824219;15.149999618530273;15.319999694824219;687900
2024-06-04;15.210000038146973;15.234999656677246;15.095000267028809;15.140000343322754;680000
2024-06-05;15.25;15.479999542236328;15.083999633789062;15.460000038146973;1018800
2024-06-06;15.260000228881836;15.489999771118164;15.050000190734863;15.140000343322754;873500
2024-06-07;15.100000381469727;15.100000381469727;14.670000076293945;14.6899995803833;1034500
2024-06-10;14.680000305175781;14.800000190734863;14.579999923706055;14.6899995803833;781200
2024-06-11;14.5600004196167;14.583999633789062;14.170000076293945;14.3100004196167;714900
2024-06-12;14.529999732971191;14.579999923706055;14.359999656677246;14.40999984741211;609000
2024-06-13;14.300000190734863;14.430000305175781;14.25100040435791;14.329999923706055;805100
2024-06-14;14.199999809265137;14.470000267028809;14.15999984741211;14.449999809265137;862600
2024-06-17;14.399999618530273;14.720000267028809;14.364999771118164;14.699999809265137;637300
2024-06-18;14.710000038146973;14.770000457763672;14.569999694824219;14.670000076293945;563800
2024-06-20;14.699999809265137;14.720000267028809;14.079999923706055;14.170000076293945;1003700
2024-06-21;14.119999885559082;14.260000228881836;13.930000305175781;14.180000305175781;1351300
2024-06-24;14.210000038146973;14.350000381469727;14.069999694824219;14.170000076293945;722500
2024-06-25;14.239999771118164;14.489999771118164;14.069999694824219;14.09000015258789;972800
2024-06-26;14.020000457763672;14.199999809265137;13.979999542236328;14.119999885559082;939800
2024-06-27;14.069999694824219;14.069999694824219;12.84000015258789;13.100000381469727;3439200
2024-06-28;13.140000343322754;13.229999542236328;12.539999961853027;12.569999694824219;9482500
2024-07-01;12.579999923706055;12.630000114440918;12.25;12.40999984741211;1708200
2024-07-02;12.380000114440918;12.430000305175781;12.210000038146973;12.420000076293945;1046800
2024-07-03;12.460000038146973;12.550000190734863;12.329999923706055;12.529999732971191;466500
2024-07-05;12.4399995803833;12.449999809265137;11.90999984741211;11.989999771118164;1515400
2024-07-08;11.960000038146973;12.0600004196167;11.324999809265137;11.350000381469727;2126200
2024-07-09;11.380000114440918;11.630000114440918;11.15999984741211;11.430000305175781;1592600
2024-07-10;11.430000305175781;11.460000038146973;10.930000305175781;11.260000228881836;1230800
2024-07-11;11.369999885559082;11.979999542236328;11.369999885559082;11.90999984741211;1788300
2024-07-12;12.0;12.220000267028809;11.920000076293945;11.949999809265137;1540200
2024-07-15;11.920000076293945;11.920000076293945;11.34000015258789;11.380000114440918;1602300
2024-07-16;11.25;11.350000381469727;11.029999732971191;11.210000038146973;2430800
2024-07-17;11.270000457763672;11.75;11.199999809265137;11.649999618530273;1955500
2024-07-18;11.609999656677246;11.789999961853027;11.220000267028809;11.229999542236328;901300
2024-07-19;11.130000114440918;11.319999694824219;11.0;11.0;862900
2024-07-22;11.109999656677246;11.260000228881836;10.819999694824219;11.199999809265137;1239500
2024-07-23;11.069999694824219;11.175000190734863;10.850000381469727;10.869999885559082;2623100
2024-07-24;10.819999694824219;11.199999809265137;10.744999885559082;10.84000015258789;1164800
2024-07-25;10.824999809265137;11.069999694824219;10.470000267028809;10.859999656677246;1239400
2024-07-26;10.920000076293945;11.239999771118164;10.880000114440918;11.039999961853027;850500
2024-07-29;11.100000381469727;11.520000457763672;11.09000015258789;11.260000228881836;944500
2024-07-30;11.3100004196167;11.59000015258789;11.220000267028809;11.430000305175781;1004500
2024-07-31;11.600000381469727;11.779999732971191;11.460000038146973;11.609999656677246;557600
2024-08-01;11.630000114440918;11.630000114440918;10.649999618530273;10.779999732971191;992000
2024-08-02;10.600000381469727;10.765000343322754;10.319999694824219;10.75;1245800
2024-08-05;10.109999656677246;10.529999732971191;10.109999656677246;10.470000267028809;799000
2024-08-06;10.470000267028809;10.8100004196167;10.350000381469727;10.720000267028809;902100
2024-08-07;10.880000114440918;11.668000221252441;10.864999771118164;11.3100004196167;1514400
2024-08-08;11.420000076293945;11.779000282287598;11.420000076293945;11.65999984741211;859700
2024-08-09;11.65999984741211;11.854999542236328;11.40999984741211;11.470000267028809;710700
2024-08-12;11.515000343322754;11.699999809265137;11.270000457763672;11.420000076293945;933500
2024-08-13;11.430000305175781;11.449999809265137;11.100000381469727;11.140000343322754;987400
2024-08-14;11.149999618530273;11.279999732971191;11.029999732971191;11.270000457763672;1550600
2024-08-15;11.640000343322754;11.779999732971191;11.5600004196167;11.65999984741211;901800
2024-08-16;11.630000114440918;11.680000305175781;11.3100004196167;11.460000038146973;987800
2024-08-19;11.579999923706055;12.510000228881836;11.579999923706055;12.350000381469727;2241100
2024-08-20;13.640000343322754;14.25;13.369999885559082;13.630000114440918;6833700
2024-08-21;13.793999671936035;14.380000114440918;13.770000457763672;14.149999618530273;3152800
2024-08-22;14.15999984741211;14.359999656677246;13.739999771118164;13.829999923706055;1323000
2024-08-23;13.899999618530273;14.399999618530273;13.600000381469727;14.119999885559082;1829700
2024-08-26;14.130000114440918;14.274999618530273;13.880000114440918;14.170000076293945;939100
2024-08-27;14.279999732971191;14.640000343322754;14.100000381469727;14.180000305175781;1128600
2024-08-28;14.119999885559082;14.121000289916992;13.720000267028809;13.90999984741211;596300
2024-08-29;14.029999732971191;14.109999656677246;13.850000381469727;13.850000381469727;489800
2024-08-30;14.100000381469727;14.109999656677246;13.649999618530273;13.649999618530273;706200
2024-09-03;13.510000228881836;13.770000457763672;13.15999984741211;13.390000343322754;1158200
2024-09-04;13.350000381469727;13.920000076293945;13.34000015258789;13.8100004196167;753600
2024-09-05;13.90999984741211;14.350000381469727;13.78499984741211;14.130000114440918;1335800
2024-09-06;14.100000381469727;14.329999923706055;13.699999809265137;14.020000457763672;1317500
2024-09-09;14.229999542236328;14.600000381469727;14.0;14.399999618530273;1519100
2024-09-10;14.350000381469727;14.489999771118164;13.520000457763672;13.729999542236328;1875600
2024-09-11;13.739999771118164;13.90999984741211;13.430000305175781;13.899999618530273;1019500
2024-09-12;13.819999694824219;14.130000114440918;13.800000190734863;14.109999656677246;1074100
2024-09-13;14.15999984741211;14.529999732971191;14.15999984741211;14.510000228881836;656400
2024-09-16;14.550000190734863;14.59000015258789;14.359999656677246;14.390000343322754;575200
2024-09-17;14.529999732971191;14.984999656677246;14.510000228881836;14.890000343322754;925500
2024-09-18;14.890000343322754;15.170000076293945;14.729999542236328;14.850000381469727;1208200
2024-09-19;15.100000381469727;15.25;14.760000228881836;15.029999732971191;2492600
2024-09-20;14.880000114440918;15.149999618530273;14.680000305175781;15.140000343322754;4467000
2024-09-23;15.050000190734863;15.119999885559082;14.6899995803833;14.930000305175781;1120500
2024-09-24;15.09000015258789;15.664999961853027;15.09000015258789;15.210000038146973;1970500
2024-09-25;15.210000038146973;15.255000114440918;15.0;15.100000381469727;1414600
2024-09-26;16.010000228881836;16.200000762939453;15.579999923706055;15.880000114440918;3376400
2024-09-27;15.899999618530273;16.540000915527344;15.770000457763672;16.3799991607666;2364000
2024-09-30;16.56999969482422;16.739999771118164;15.899999618530273;15.949999809265137;2207000
2024-10-01;16.030000686645508;16.5;15.960000038146973;16.440000534057617;1502300
2024-10-02;16.690000534057617;16.719999313354492;16.200000762939453;16.56999969482422;1349300
2024-10-03;16.25;16.719999313354492;16.100000381469727;16.600000381469727;1488900
2024-10-04;16.799999237060547;17.25;16.791000366210938;17.209999084472656;1171800
2024-10-07;17.489999771118164;17.489999771118164;16.899999618530273;17.170000076293945;1239700
2024-10-08;16.729999542236328;18.59000015258789;16.719999313354492;18.350000381469727;3853200
2024-10-09;18.170000076293945;19.600000381469727;18.170000076293945;19.280000686645508;3978700
2024-10-10;19.43000030517578;19.729999542236328;18.989999771118164;19.489999771118164;6200900
2024-10-11;19.399999618530273;19.600000381469727;19.209999084472656;19.559999465942383;2440100
2024-10-14;18.690000534057617;19.43000030517578;18.40999984741211;19.329999923706055;4111400
2024-10-15;19.110000610351562;19.329999923706055;17.940000534057617;18.040000915527344;3868000
2024-10-16;18.1299991607666;18.75;18.0;18.6200008392334;2355400
2024-10-17;18.549999237060547;18.790000915527344;18.360000610351562;18.3700008392334;1013000
2024-10-18;18.700000762939453;19.010000228881836;18.600000381469727;18.899999618530273;1095400
2024-10-21;18.8700008392334;19.239999771118164;18.649999618530273;18.860000610351562;1355000
2024-10-22;18.739999771118164;19.170000076293945;18.440000534057617;18.450000762939453;1171200
2024-10-23;18.350000381469727;18.399999618530273;17.31999969482422;17.6200008392334;3908400
2024-10-24;17.709999084472656;18.209999084472656;17.56999969482422;17.889999389648438;1631200
2024-10-25;18.040000915527344;18.399999618530273;18.010000228881836;18.15999984741211;1061600
2024-10-28;18.290000915527344;18.579999923706055;17.899999618530273;17.979999542236328;1111600
2024-10-29;17.799999237060547;18.3799991607666;17.690000534057617;18.219999313354492;1116900
2024-10-30;18.219999313354492;18.219999313354492;17.469999313354492;17.6200008392334;3457200
2024-10-31;17.600000381469727;18.06999969482422;17.434999465942383;17.850000381469727;1841300
2024-11-01;18.18000030517578;18.190000534057617;17.75200080871582;17.81999969482422;1224700
2024-11-04;17.989999771118164;19.09000015258789;17.989999771118164;18.709999084472656;2220600
2024-11-05;18.93000030517578;19.06999969482422;18.5;18.709999084472656;1318400
2024-11-06;18.149999618530273;18.610000610351562;17.84000015258789;18.049999237060547;2110700
2024-11-07;18.43000030517578;19.510000228881836;18.309999465942383;19.399999618530273;3183600
2024-11-08;19.040000915527344;19.569000244140625;18.75;19.3700008392334;1619500
2024-11-11;19.8700008392334;20.649999618530273;19.422000885009766;20.579999923706055;2270800
2024-11-12;20.530000686645508;20.68000030517578;19.549999237060547;19.969999313354492;1797700
2024-11-13;20.110000610351562;20.399999618530273;19.68000030517578;19.700000762939453;1644500
2024-11-14;19.81999969482422;20.280000686645508;19.770000457763672;19.920000076293945;1188900
2024-11-15;19.8799991607666;20.020000457763672;19.200000762939453;19.329999923706055;1677100
2024-11-18;19.5;20.18000030517578;19.440000534057617;19.540000915527344;3414500
2024-11-19;20.100000381469727;20.899999618530273;18.559999465942383;20.670000076293945;7635100
2024-11-20;21.280000686645508;21.690000534057617;20.420000076293945;20.959999084472656;4436600
2024-11-21;21.139999389648438;23.989999771118164;21.139999389648438;23.690000534057617;5151900
2024-11-22;23.8799991607666;24.600000381469727;23.520000457763672;24.299999237060547;4157700
2024-11-25;24.700000762939453;25.940000534057617;24.65999984741211;25.510000228881836;3157800
2024-11-26;25.43000030517578;25.66900062561035;25.0;25.600000381469727;1452800
2024-11-27;25.829999923706055;26.0;25.399999618530273;25.8700008392334;1839200
2024-11-29;26.030000686645508;26.850000381469727;25.549999237060547;26.329999923706055;1542200
2024-12-02;26.329999923706055;26.514999389648438;25.816999435424805;26.1299991607666;1476000
2024-12-03;24.3700008392334;25.8799991607666;24.280000686645508;25.729999542236328;4237600
2024-12-04;25.739999771118164;26.479999542236328;25.18000030517578;25.59000015258789;4495200
2024-12-05;24.020000457763672;25.18000030517578;24.0;24.899999618530273;17232000
2024-12-06;25.219999313354492;25.40999984741211;24.739999771118164;25.010000228881836;4857700
2024-12-09;26.200000762939453;26.43000030517578;25.219999313354492;25.790000915527344;5302300
2024-12-10;25.6299991607666;26.5;25.420000076293945;25.639999389648438;3164200
2024-12-11;25.639999389648438;26.049999237060547;25.350000381469727;25.760000228881836;2061600
2024-12-12;26.1200008392334;27.649999618530273;26.110000610351562;26.8799991607666;5053300
2024-12-13;26.899999618530273;27.790000915527344;26.8799991607666;27.649999618530273;2827400
2024-12-16;27.1200008392334;28.0;27.030000686645508;27.649999618530273;2632000
2024-12-17;27.59000015258789;29.43000030517578;27.389999389648438;28.739999771118164;3336700
2024-12-18;28.940000534057617;29.399999618530273;27.68000030517578;27.690000534057617;2735300
2024-12-19;28.100000381469727;28.149999618530273;27.209999084472656;27.5;2870400
2024-12-20;27.34000015258789;28.6200008392334;27.18000030517578;28.18000030517578;1871800
2024-12-23;28.6200008392334;28.790000915527344;28.100000381469727;28.559999465942383;2375900
2024-12-24;28.610000610351562;28.850000381469727;28.290000915527344;28.780000686645508;636800
2024-12-26;28.649999618530273;29.0;28.25;28.790000915527344;885200
2024-12-27;28.59000015258789;28.649999618530273;28.139999389648438;28.420000076293945;1706500
2024-12-30;27.834999084472656;28.6200008392334;27.489999771118164;28.399999618530273;2542000
2024-12-31;28.3799991607666;28.780000686645508;27.93000030517578;27.959999084472656;1370400
2025-01-02;28.219999313354492;29.0;28.030000686645508;28.850000381469727;3046200
2025-01-03;29.09000015258789;29.760000228881836;28.65999984741211;29.489999771118164;3903000
2025-01-06;29.979999542236328;31.31999969482422;29.579999923706055;29.860000610351562;3788900
2025-01-07;30.15999984741211;30.350000381469727;29.329999923706055;29.739999771118164;2665700
2025-01-08;29.780000686645508;30.940000534057617;29.149999618530273;30.530000686645508;2607800
2025-01-10;30.31999969482422;30.969999313354492;29.709999084472656;30.889999389648438;3050000
2025-01-13;28.5;29.8799991607666;28.030000686645508;29.100000381469727;4845200
2025-01-14;29.760000228881836;29.979999542236328;28.200000762939453;28.8799991607666;2972000
2025-01-15;29.690000534057617;29.700000762939453;29.06999969482422;29.549999237060547;1751800
2025-01-16;29.639999389648438;30.1200008392334;29.420000076293945;29.899999618530273;1641200
2025-01-17;29.90999984741211;30.030000686645508;29.170000076293945;29.760000228881836;1879300
2025-01-21;30.0;31.1299991607666;29.610000610351562;31.059999465942383;2199500
2025-01-22;31.3799991607666;31.600000381469727;30.530000686645508;30.780000686645508;2340500
2025-01-23;30.760000228881836;31.0;30.100000381469727;30.860000610351562;2087300
2025-01-24;31.049999237060547;31.059999465942383;30.540000915527344;30.579999923706055;1950300
2025-01-27;30.0;30.649999618530273;29.739999771118164;30.440000534057617;1383800
2025-01-28;30.549999237060547;31.969999313354492;30.549999237060547;31.899999618530273;2707400
2025-01-29;31.899999618530273;32.97999954223633;31.899999618530273;32.77000045776367;2207000
2025-01-30;33.060001373291016;34.0;32.689998626708984;33.779998779296875;2548900
2025-01-31;33.369998931884766;33.400001525878906;31.809999465942383;31.969999313354492;2823700
2025-02-03;31.200000762939453;31.81999969482422;30.200000762939453;30.940000534057617;4310900
2025-02-04;31.139999389648438;31.8700008392334;30.799999237060547;31.65999984741211;2496500
2025-02-05;31.690000534057617;32.400001525878906;31.454999923706055;31.84000015258789;2171100
2025-02-06;32.33000183105469;32.900001525878906;31.84000015258789;32.56999969482422;2792800
2025-02-07;32.59000015258789;32.599998474121094;30.559999465942383;30.940000534057617;2366700
2025-02-10;31.0;31.040000915527344;29.861000061035156;30.610000610351562;3460500
2025-02-11;30.100000381469727;30.399999618530273;28.489999771118164;29.469999313354492;4189100
2025-02-12;29.540000915527344;30.350000381469727;29.25;30.1299991607666;3689000
2025-02-13;30.479999542236328;31.860000610351562;30.399999618530273;30.8799991607666;2566400
2025-02-14;30.75;31.450000762939453;30.299999237060547;30.989999771118164;1768400
2025-02-18;31.0;31.5;30.780000686645508;31.219999313354492;2558400
2025-02-19;30.770000457763672;30.780000686645508;29.774999618530273;30.59000015258789;2389600
2025-02-20;30.489999771118164;30.489999771118164;29.149999618530273;29.34000015258789;3175000
2025-02-21;29.469999313354492;29.5;28.170000076293945;28.600000381469727;4578900
2025-02-24;29.059999465942383;29.329999923706055;27.969999313354492;28.600000381469727;6550100
2025-02-25;26.399999618530273;29.829999923706055;26.06999969482422;28.829999923706055;6876000
2025-02-26;29.5;31.440000534057617;29.149999618530273;30.309999465942383;5515800
2025-02-27;30.309999465942383;30.479999542236328;28.540000915527344;28.559999465942383;4791500
2025-02-28;28.34000015258789;29.93000030517578;28.31999969482422;29.889999389648438;3901300
2025-03-03;30.5;31.09000015258789;29.540000915527344;29.790000915527344;4058800
2025-03-04;28.979999542236328;29.549999237060547;28.15999984741211;28.940000534057617;3811400
2025-03-05;29.280000686645508;29.829999923706055;28.799999237060547;29.450000762939453;2629600
2025-03-06;29.020000457763672;29.575000762939453;27.899999618530273;28.290000915527344;2663100
2025-03-07;28.260000228881836;28.709999084472656;26.1299991607666;26.920000076293945;6418500
2025-03-10;26.25;26.385000228881836;25.04400062561035;25.600000381469727;7008000
2025-03-11;25.774999618530273;26.899999618530273;25.43000030517578;26.75;7251000
2025-03-12;27.639999389648438;28.18000030517578;26.399999618530273;26.979999542236328;2916400
2025-03-13;27.139999389648438;27.389999389648438;26.0;26.610000610351562;4158800
2025-03-14;27.219999313354492;28.030000686645508;26.799999237060547;27.700000762939453;4881900
2025-03-17;27.700000762939453;28.889999389648438;27.309999465942383;28.5;2738500
2025-03-18;28.65999984741211;28.90999984741211;28.075000762939453;28.299999237060547;3869400
2025-03-19;28.260000228881836;29.584999084472656;28.15999984741211;29.18000030517578;4156700
2025-03-20;28.81999969482422;29.75;28.6200008392334;29.170000076293945;2011700
2025-03-21;28.610000610351562;29.17099952697754;28.309999465942383;28.889999389648438;2001900
2025-03-24;29.420000076293945;29.760000228881836;29.0;29.469999313354492;2022200
2025-03-25;29.209999084472656;29.610000610351562;28.59000015258789;28.799999237060547;2299700
2025-03-26;28.56999969482422;28.719999313354492;27.549999237060547;27.979999542236328;2807000
2025-03-27;27.780000686645508;28.023000717163086;27.389999389648438;27.469999313354492;2252900
2025-03-28;26.889999389648438;26.934999465942383;26.09000015258789;26.549999237060547;5617500
2025-03-31;25.540000915527344;26.760000228881836;25.200000762939453;26.729999542236328;5150900
2025-04-01;26.84000015258789;27.100000381469727;26.290000915527344;26.809999465942383;2700200
2025-04-02;26.6200008392334;28.450000762939453;26.6200008392334;28.360000610351562;2940800
2025-04-03;25.704999923706055;26.260000228881836;24.5;24.56999969482422;8585600
2025-04-04;23.0;25.649999618530273;22.31999969482422;23.729999542236328;9198600
2025-04-07;22.18000030517578;24.3799991607666;21.729999542236328;22.56999969482422;6636400
2025-04-08;23.799999237060547;23.799999237060547;20.459999084472656;20.969999313354492;7062800
2025-04-09;21.219999313354492;25.149999618530273;20.209999084472656;24.1200008392334;7749300
2025-04-10;23.239999771118164;23.399999618530273;21.5;22.040000915527344;6730700
2025-04-11;22.020000457763672;22.399999618530273;21.149999618530273;22.170000076293945;4376500
2025-04-14;22.790000915527344;23.360000610351562;22.2450008392334;22.75;3352100
2025-04-15;22.649999618530273;23.190000534057617;22.420000076293945;22.649999618530273;2558200
2025-04-16;22.34000015258789;22.979999542236328;22.079999923706055;22.399999618530273;2135400
2025-04-17;22.360000610351562;22.690000534057617;21.90999984741211;22.15999984741211;3180600
2025-04-21;21.93000030517578;21.93000030517578;21.059999465942383;21.65999984741211;3027100
2025-04-22;21.969999313354492;22.709999084472656;21.6200008392334;22.25;5733300
2025-04-23;23.350000381469727;25.260000228881836;22.920000076293945;23.209999084472656;6662600
2025-04-24;23.479999542236328;24.18000030517578;22.93000030517578;24.079999923706055;2898600
2025-04-25;23.510000228881836;24.200000762939453;23.399999618530273;24.18000030517578;1919300
2025-04-28;24.110000610351562;24.402999877929688;23.81999969482422;24.260000228881836;2201200
2025-04-29;24.15999984741211;24.489999771118164;24.0;24.239999771118164;2001700
2025-04-30;23.5;24.260000228881836;23.270000457763672;24.25;1607000
2025-05-01;24.540000915527344;24.8700008392334;24.049999237060547;24.25;1816100
2025-05-02;24.809999465942383;25.950000762939453;24.670000076293945;25.709999084472656;3489900
2025-05-05;25.229999542236328;26.06999969482422;25.229999542236328;25.719999313354492;3433500
2025-05-06;25.329999923706055;26.079999923706055;25.329999923706055;25.56999969482422;4345200
2025-05-07;25.770000457763672;26.940000534057617;25.735000610351562;26.65999984741211;3320000
2025-05-08;27.5;27.770000457763672;27.020000457763672;27.399999618530273;3751200
2025-05-09;27.56999969482422;28.079999923706055;26.899999618530273;26.989999771118164;2069000
2025-05-12;28.600000381469727;30.1200008392334;28.450000762939453;30.040000915527344;7345800
2025-05-13;29.0;31.43000030517578;28.92300033569336;31.200000762939453;5049100
2025-05-14;31.31999969482422;31.75;30.920000076293945;31.290000915527344;3521700
2025-05-15;31.149999618530273;31.450000762939453;30.299999237060547;30.850000381469727;5485400
2025-05-16;30.8700008392334;31.399999618530273;30.6200008392334;31.139999389648438;4028000
2025-05-19;30.559999465942383;32.15999984741211;30.3799991607666;31.389999389648438;6668700
2025-05-20;36.0;37.9900016784668;35.595001220703125;37.369998931884766;19816200
2025-05-21;38.38999938964844;38.41999816894531;36.619998931884766;37.0;8949000
2025-05-22;37.599998474121094;38.02000045776367;36.41999816894531;37.4900016784668;6654600
2025-05-23;35.77000045776367;37.35499954223633;35.0;37.040000915527344;2969800
2025-05-27;37.81999969482422;38.5099983215332;37.0;38.5;3242000
2025-05-28;38.2599983215332;38.465999603271484;37.34000015258789;37.72999954223633;3334900
2025-05-29;37.0;37.130001068115234;36.58000183105469;36.849998474121094;12714700
2025-05-30;36.5;36.529998779296875;35.9900016784668;36.380001068115234;8473300
2025-06-02;36.43000030517578;36.84000015258789;36.11000061035156;36.810001373291016;7603800
